Precinct Number,Precinct Name,Total Reg Voters,Democratic Reg Voters,Republican Reg Voters,Nonpartisan Reg Voters,Total Ballots Cast,Democratic Ballots Cast,Republican Ballots Cast,Nonpartisan Ballots Cast,Total Voter Turnout (%),Democratic Voter Turnout (%),Republican Voter Turnout (%),Nonpartisan Voter Turnout (%)
604,PITTSBURGH WARD 4 DIST 11,560,416,75,,175,160,15,,31.25,38.46,20,
605,PITTSBURGH WARD 4 DIST 12,671,429,89,,114,100,14,,16.99,23.31,15.73,
606,PITTSBURGH WARD 4 DIST 13,914,613,109,,81,72,9,,8.86,11.75,8.26,
607,PITTSBURGH WARD 4 DIST 14,1754,1078,309,,35,35,0,,2,3.25,0,
608,PITTSBURGH WARD 4 DIST 15,1113,685,180,,67,67,0,,6.02,9.78,0,
609,PITTSBURGH WARD 4 DIST 16,1583,937,277,,84,81,3,,5.31,8.64,1.08,
610,PITTSBURGH WARD 4 DIST 17,668,487,68,,104,99,5,,15.57,20.33,7.35,
611,PITTSBURGH WARD 4 DIST 18,518,390,59,,61,57,4,,11.78,14.62,6.78,
612,PITTSBURGH WARD 4 DIST 19,297,203,31,,21,20,1,,7.07,9.85,3.23,
613,PITTSBURGH WARD 5 DIST 1,261,229,5,,28,28,0,,10.73,12.23,0,
614,PITTSBURGH WARD 5 DIST 2,353,321,11,,61,61,0,,17.28,19,0,
615,PITTSBURGH WARD 5 DIST 3,161,148,3,,48,48,0,,29.81,32.43,0,
616,PITTSBURGH WARD 5 DIST 4,309,282,8,,40,40,0,,12.94,14.18,0,
617,PITTSBURGH WARD 5 DIST 5,237,212,7,,70,68,2,,29.54,32.08,28.57,
618,PITTSBURGH WARD 5 DIST 6,573,497,25,,77,76,1,,13.44,15.29,4,
619,PITTSBURGH WARD 5 DIST 7,453,407,8,,99,99,0,,21.85,24.32,0,
620,PITTSBURGH WARD 5 DIST 8,445,383,20,,127,126,1,,28.54,32.9,5,
621,PITTSBURGH WARD 5 DIST 9,1134,778,138,,135,125,10,,11.9,16.07,7.25,
622,PITTSBURGH WARD 5 DIST 10,467,402,19,,94,94,0,,20.13,23.38,0,
623,PITTSBURGH WARD 5 DIST 11,385,334,9,,74,74,0,,19.22,22.16,0,
624,PITTSBURGH WARD 5 DIST 12,432,379,16,,86,84,2,,19.91,22.16,12.5,
625,PITTSBURGH WARD 5 DIST 13,274,250,9,,52,52,0,,18.98,20.8,0,
626,PITTSBURGH WARD 5 DIST 14,269,250,4,,47,47,0,,17.47,18.8,0,
627,PITTSBURGH WARD 5 DIST 15,245,221,6,,24,24,0,,9.8,10.86,0,
628,PITTSBURGH WARD 5 DIST 16,193,167,4,,13,12,1,,6.74,7.19,25,
629,PITTSBURGH WARD 5 DIST 17,259,219,13,,33,33,0,,12.74,15.07,0,
630,PITTSBURGH WARD 5 DIST 18,53,41,4,,8,8,0,,15.09,19.51,0,
631,PITTSBURGH WARD 6 DIST 1,864,608,111,,174,159,15,,20.14,26.15,13.51,
632,PITTSBURGH WARD 6 DIST 2,632,443,70,,78,77,1,,12.34,17.38,1.43,
633,PITTSBURGH WARD 6 DIST 3,785,574,77,,113,109,4,,14.39,18.99,5.19,
634,PITTSBURGH WARD 6 DIST 4,576,432,70,,137,129,8,,23.78,29.86,11.43,
635,PITTSBURGH WARD 6 DIST 5,470,358,40,,120,119,1,,25.53,33.24,2.5,
636,PITTSBURGH WARD 7 DIST 1,680,448,79,,106,93,13,,15.59,20.76,16.46,
637,PITTSBURGH WARD 7 DIST 2,1028,620,209,,229,199,30,,22.28,32.1,14.35,
638,PITTSBURGH WARD 7 DIST 3,776,512,110,,99,92,7,,12.76,17.97,6.36,
639,PITTSBURGH WARD 7 DIST 4,1114,676,177,,137,131,6,,12.3,19.38,3.39,
640,PITTSBURGH WARD 7 DIST 5,737,431,127,,93,87,6,,12.62,20.19,4.72,
641,PITTSBURGH WARD 7 DIST 6,683,417,134,,104,94,10,,15.23,22.54,7.46,
642,PITTSBURGH WARD 7 DIST 7,759,524,108,,119,108,11,,15.68,20.61,10.19,
643,PITTSBURGH WARD 7 DIST 8,733,456,117,,67,61,6,,9.14,13.38,5.13,
644,PITTSBURGH WARD 7 DIST 9,800,512,126,,137,128,9,,17.13,25,7.14,
645,PITTSBURGH WARD 7 DIST 10,1044,655,185,,187,174,13,,17.91,26.56,7.03,
646,PITTSBURGH WARD 7 DIST 11,1100,690,180,,187,171,16,,17,24.78,8.89,
647,PITTSBURGH WARD 7 DIST 12,922,553,166,,140,126,14,,15.18,22.78,8.43,
648,PITTSBURGH WARD 7 DIST 13,547,337,73,,48,46,2,,8.78,13.65,2.74,
649,PITTSBURGH WARD 7 DIST 14,473,294,85,,67,60,7,,14.16,20.41,8.24,
650,PITTSBURGH WARD 8 DIST 1,367,257,52,,79,76,3,,21.53,29.57,5.77,
651,PITTSBURGH WARD 8 DIST 2,637,471,68,,173,165,8,,27.16,35.03,11.76,
652,PITTSBURGH WARD 8 DIST 3,870,584,105,,151,137,14,,17.36,23.46,13.33,
653,PITTSBURGH WARD 8 DIST 4,760,484,113,,102,93,9,,13.42,19.21,7.96,
654,PITTSBURGH WARD 8 DIST 5,599,414,78,,145,140,5,,24.21,33.82,6.41,
655,PITTSBURGH WARD 8 DIST 6,428,309,48,,72,69,3,,16.82,22.33,6.25,
656,PITTSBURGH WARD 8 DIST 7,808,581,79,,161,158,3,,19.93,27.19,3.8,
657,PITTSBURGH WARD 8 DIST 8,638,459,89,,163,153,10,,25.55,33.33,11.24,
658,PITTSBURGH WARD 8 DIST 9,734,484,81,,90,85,5,,12.26,17.56,6.17,
659,PITTSBURGH WARD 8 DIST 10,661,482,72,,139,134,5,,21.03,27.8,6.94,
660,PITTSBURGH WARD 8 DIST 11,631,453,75,,104,97,7,,16.48,21.41,9.33,
661,PITTSBURGH WARD 8 DIST 12,650,486,50,,142,139,3,,21.85,28.6,6,
662,PITTSBURGH WARD 8 DIST 13,605,488,36,,84,83,1,,13.88,17.01,2.78,
663,PITTSBURGH WARD 9 DIST 1,492,340,62,,96,91,5,,19.51,26.76,8.06,
664,PITTSBURGH WARD 9 DIST 2,625,457,75,,120,115,5,,19.2,25.16,6.67,
665,PITTSBURGH WARD 9 DIST 3,606,438,75,,116,110,6,,19.14,25.11,8,
666,PITTSBURGH WARD 9 DIST 4,608,441,72,,130,123,7,,21.38,27.89,9.72,
667,PITTSBURGH WARD 9 DIST 5,699,522,71,,175,170,5,,25.04,32.57,7.04,
668,PITTSBURGH WARD 9 DIST 6,570,434,72,,154,151,3,,27.02,34.79,4.17,
669,PITTSBURGH WARD 9 DIST 7,445,344,37,,83,82,1,,18.65,23.84,2.7,
670,PITTSBURGH WARD 9 DIST 8,717,533,64,,141,135,6,,19.67,25.33,9.38,
671,PITTSBURGH WARD 9 DIST 9,665,461,75,,102,98,4,,15.34,21.26,5.33,
672,PITTSBURGH WARD 10 DIST 1,532,386,52,,103,100,3,,19.36,25.91,5.77,
673,PITTSBURGH WARD 10 DIST 2,628,467,72,,116,109,7,,18.47,23.34,9.72,
674,PITTSBURGH WARD 10 DIST 3,685,502,74,,140,132,8,,20.44,26.29,10.81,
675,PITTSBURGH WARD 10 DIST 4,543,445,44,,198,189,9,,36.46,42.47,20.45,
676,PITTSBURGH WARD 10 DIST 5,505,398,56,,134,130,4,,26.53,32.66,7.14,
677,PITTSBURGH WARD 10 DIST 6,514,387,65,,150,139,11,,29.18,35.92,16.92,
678,PITTSBURGH WARD 10 DIST 7,596,412,102,,155,148,7,,26.01,35.92,6.86,
679,PITTSBURGH WARD 10 DIST 8,592,429,104,,158,145,13,,26.69,33.8,12.5,
680,PITTSBURGH WARD 10 DIST 9,540,388,80,,148,135,13,,27.41,34.79,16.25,
681,PITTSBURGH WRD 10 DIST 10,590,461,70,,210,197,13,,35.59,42.73,18.57,
682,PITTSBURGH WRD 10 DIST 11,615,443,85,,159,148,11,,25.85,33.41,12.94,
683,PITTSBURGH WRD 10 DIST 12,557,480,33,,168,166,2,,30.16,34.58,6.06,
684,PITTSBURGH WRD 10 DIST 13,533,456,31,,135,133,2,,25.33,29.17,6.45,
685,PITTSBURGH WRD 10 DIST 14,541,455,42,,161,153,8,,29.76,33.63,19.05,
686,PITTSBURGH WRD 10 DIST 15,362,318,21,,90,83,7,,24.86,26.1,33.33,
687,PITTSBURGH WRD 10 DIST 16,345,303,20,,52,52,0,,15.07,17.16,0,
688,PITTSBURGH WRD 10 DIST 17,541,461,30,,109,105,4,,20.15,22.78,13.33,
689,PITTSBURGH WRD 10 DIST 18,554,461,20,,107,105,2,,19.31,22.78,10,
690,PITTSBURGH WRD 10 DIST 19,494,414,25,,89,88,1,,18.02,21.26,4,
691,PITTSBURGH WARD 11 DIST 1,606,454,55,,122,114,8,,20.13,25.11,14.55,
692,PITTSBURGH WARD 11 DIST 2,594,498,22,,135,133,2,,22.73,26.71,9.09,
693,PITTSBURGH WARD 11 DIST 3,467,418,19,,103,101,2,,22.06,24.16,10.53,
694,PITTSBURGH WARD 11 DIST 4,564,474,24,,99,99,0,,17.55,20.89,0,
695,PITTSBURGH WARD 11 DIST 5,578,468,31,,95,92,3,,16.44,19.66,9.68,
696,PITTSBURGH WARD 11 DIST 6,886,705,61,,147,139,8,,16.59,19.72,13.11,
697,PITTSBURGH WARD 11 DIST 7,659,475,89,,158,151,7,,23.98,31.79,7.87,
698,PITTSBURGH WARD 11 DIST 8,604,438,79,,126,118,8,,20.86,26.94,10.13,
699,PITTSBURGH WARD 11 DIST 9,645,513,56,,182,179,3,,28.22,34.89,5.36,
700,PITTSBURGH WRD 11 DIST 10,587,448,62,,237,226,11,,40.37,50.45,17.74,
701,PITTSBURGH WRD 11 DIST 11,692,513,74,,177,169,8,,25.58,32.94,10.81,
702,PITTSBURGH WRD 11 DIST 12,673,538,49,,170,166,4,,25.26,30.86,8.16,
703,PITTSBURGH WRD 11 DIST 13,669,529,48,,199,193,6,,29.75,36.48,12.5,
704,PITTSBURGH WRD 11 DIST 14,604,522,23,,87,83,4,,14.4,15.9,17.39,
705,PITTSBURGH WRD 11 DIST 15,283,247,8,,27,27,0,,9.54,10.93,0,
706,PITTSBURGH WRD 11 DIST 16,609,463,51,,94,90,4,,15.44,19.44,7.84,
707,PITTSBURGH WRD 11 DIST 17,673,568,28,,112,109,3,,16.64,19.19,10.71,
708,PITTSBURGH WRD 11 DIST 18,576,441,62,,94,93,1,,16.32,21.09,1.61,
709,PITTSBURGH WARD 12 DIST 1,235,179,18,,27,27,0,,11.49,15.08,0,
710,PITTSBURGH WARD 12 DIST 2,340,301,11,,54,54,0,,15.88,17.94,0,
711,PITTSBURGH WARD 12 DIST 3,152,130,6,,27,26,1,,17.76,20,16.67,
712,PITTSBURGH WARD 12 DIST 4,350,314,7,,62,62,0,,17.71,19.75,0,
713,PITTSBURGH WARD 12 DIST 5,172,145,7,,23,23,0,,13.37,15.86,0,
714,PITTSBURGH WARD 12 DIST 6,250,215,6,,49,47,2,,19.6,21.86,33.33,
715,PITTSBURGH WARD 12 DIST 7,308,269,8,,51,51,0,,16.56,18.96,0,
716,PITTSBURGH WARD 12 DIST 8,222,202,6,,28,28,0,,12.61,13.86,0,
717,PITTSBURGH WARD 12 DIST 9,339,321,6,,60,60,0,,17.7,18.69,0,
718,PITTSBURGH WRD 12 DIST 10,455,412,9,,80,79,1,,17.58,19.17,11.11,
719,PITTSBURGH WRD 12 DIST 11,471,423,12,,84,84,0,,17.83,19.86,0,
720,PITTSBURGH WRD 12 DIST 12,751,597,48,,111,110,1,,14.78,18.43,2.08,
721,PITTSBURGH WRD 12 DIST 13,434,382,15,,79,78,1,,18.2,20.42,6.67,
722,PITTSBURGH WRD 12 DIST 14,361,320,8,,52,52,0,,14.4,16.25,0,
723,PITTSBURGH WRD 12 DIST 15,574,519,13,,111,109,2,,19.34,21,15.38,
724,PITTSBURGH WRD 12 DIST 16,398,354,13,,108,107,1,,27.14,30.23,7.69,
725,PITTSBURGH WARD 13 DIST 1,306,264,9,,62,62,0,,20.26,23.48,0,
726,PITTSBURGH WARD 13 DIST 2,410,376,7,,89,87,2,,21.71,23.14,28.57,
727,PITTSBURGH WARD 13 DIST 3,341,302,13,,61,60,1,,17.89,19.87,7.69,
728,PITTSBURGH WARD 13 DIST 4,311,274,12,,40,40,0,,12.86,14.6,0,
729,PITTSBURGH WARD 13 DIST 5,349,308,11,,52,52,0,,14.9,16.88,0,
730,PITTSBURGH WARD 13 DIST 6,371,340,5,,74,74,0,,19.95,21.76,0,
731,PITTSBURGH WARD 13 DIST 7,400,349,13,,65,64,1,,16.25,18.34,7.69,
732,PITTSBURGH WARD 13 DIST 8,259,223,11,,49,49,0,,18.92,21.97,0,
733,PITTSBURGH WARD 13 DIST 9,317,274,10,,46,44,2,,14.51,16.06,20,
734,PITTSBURGH WRD 13 DIST 10,225,197,9,,38,38,0,,16.89,19.29,0,
735,PITTSBURGH WRD 13 DIST 11,442,384,9,,35,34,1,,7.92,8.85,11.11,
736,PITTSBURGH WRD 13 DIST 12,438,393,12,,77,76,1,,17.58,19.34,8.33,
737,PITTSBURGH WRD 13 DIST 13,307,266,8,,42,42,0,,13.68,15.79,0,
738,PITTSBURGH WRD 13 DIST 14,288,240,13,,41,41,0,,14.24,17.08,0,
739,PITTSBURGH WRD 13 DIST 15,339,297,12,,82,78,4,,24.19,26.26,33.33,
740,PITTSBURGH WRD 13 DIST 16,354,315,12,,61,60,1,,17.23,19.05,8.33,
741,PITTSBURGH WRD 13 DIST 17,891,751,34,,87,85,2,,9.76,11.32,5.88,
742,PITTSBURGH WRD 13 DIST 18,230,198,7,,10,10,0,,4.35,5.05,0,
743,PITTSBURGH WRD 13 DIST 19,482,442,11,,143,143,0,,29.67,32.35,0,
744,PITTSBURGH WARD 14 DIST 1,713,463,83,,83,79,4,,11.64,17.06,4.82,
745,PITTSBURGH WARD 14 DIST 2,1487,892,159,,88,82,6,,5.92,9.19,3.77,
746,PITTSBURGH WARD 14 DIST 3,883,628,114,,237,222,15,,26.84,35.35,13.16,
747,PITTSBURGH WARD 14 DIST 4,757,571,67,,263,257,6,,34.74,45.01,8.96,
748,PITTSBURGH WARD 14 DIST 5,807,578,105,,255,241,14,,31.6,41.7,13.33,
749,PITTSBURGH WARD 14 DIST 6,746,489,121,,110,105,5,,14.75,21.47,4.13,
750,PITTSBURGH WARD 14 DIST 7,3723,2125,329,,93,82,11,,2.5,3.86,3.34,
751,PITTSBURGH WARD 14 DIST 8,770,528,93,,238,217,21,,30.91,41.1,22.58,
752,PITTSBURGH WARD 14 DIST 9,796,581,120,,316,291,25,,39.7,50.09,20.83,
753,PITTSBURGH WRD 14 DIST 10,712,512,94,,242,236,6,,33.99,46.09,6.38,
754,PITTSBURGH WRD 14 DIST 11,810,556,118,,269,251,18,,33.21,45.14,15.25,
755,PITTSBURGH WRD 14 DIST 12,766,564,66,,178,173,5,,23.24,30.67,7.58,
756,PITTSBURGH WRD 14 DIST 13,772,621,59,,265,254,11,,34.33,40.9,18.64,
757,PITTSBURGH WRD 14 DIST 14,892,645,111,,249,234,15,,27.91,36.28,13.51,
758,PITTSBURGH WRD 14 DIST 15,772,588,71,,200,195,5,,25.91,33.16,7.04,
759,PITTSBURGH WRD 14 DIST 16,511,363,87,,178,170,8,,34.83,46.83,9.2,
760,PITTSBURGH WRD 14 DIST 17,454,346,52,,186,179,7,,40.97,51.73,13.46,
761,PITTSBURGH WRD 14 DIST 18,771,559,101,,236,225,11,,30.61,40.25,10.89,
762,PITTSBURGH WRD 14 DIST 19,615,492,64,,238,229,9,,38.7,46.54,14.06,
763,PITTSBURGH WRD 14 DIST 20,668,484,82,,224,213,11,,33.53,44.01,13.41,
764,PITTSBURGH WRD 14 DIST 21,579,424,73,,208,191,17,,35.92,45.05,23.29,
765,PITTSBURGH WRD 14 DIST 22,709,515,80,,231,223,8,,32.58,43.3,10,
766,PITTSBURGH WRD 14 DIST 23,728,540,89,,251,232,19,,34.48,42.96,21.35,
767,PITTSBURGH WRD 14 DIST 24,564,407,64,,196,188,8,,34.75,46.19,12.5,
768,PITTSBURGH WRD 14 DIST 25,936,665,130,,265,252,13,,28.31,37.89,10,
769,PITTSBURGH WRD 14 DIST 26,618,433,99,,223,200,23,,36.08,46.19,23.23,
770,PITTSBURGH WRD 14 DIST 27,531,365,95,,215,196,19,,40.49,53.7,20,
771,PITTSBURGH WRD 14 DIST 28,530,357,113,,152,139,13,,28.68,38.94,11.5,
772,PITTSBURGH WRD 14 DIST 29,780,544,113,,209,189,20,,26.79,34.74,17.7,
773,PITTSBURGH WRD 14 DIST 30,689,494,94,,207,198,9,,30.04,40.08,9.57,
774,PITTSBURGH WRD 14 DIST 31,1079,743,157,,349,326,23,,32.34,43.88,14.65,
775,PITTSBURGH WRD 14 DIST 32,781,517,94,,150,142,8,,19.21,27.47,8.51,
776,PITTSBURGH WRD 14 DIST 33,809,503,144,,179,156,23,,22.13,31.01,15.97,
777,PITTSBURGH WRD 14 DIST 34,851,525,161,,207,167,40,,24.32,31.81,24.84,
778,PITTSBURGH WRD 14 DIST 35,608,444,70,,176,166,10,,28.95,37.39,14.29,
779,PITTSBURGH WRD 14 DIST 36,865,608,113,,185,173,12,,21.39,28.45,10.62,
780,PITTSBURGH WRD 14 DIST 37,651,407,117,,129,113,16,,19.82,27.76,13.68,
781,PITTSBURGH WRD 14 DIST 38,582,410,90,,169,156,13,,29.04,38.05,14.44,
782,PITTSBURGH WRD 14 DIST 39,584,393,87,,167,152,15,,28.6,38.68,17.24,
783,PITTSBURGH WRD 14 DIST 40,532,354,62,,100,91,9,,18.8,25.71,14.52,
784,PITTSBURGH WRD 14 DIST 41,89,63,8,,21,18,3,,23.6,28.57,37.5,
785,PITTSBURGH WARD 15 DIST 1,630,461,82,,101,94,7,,16.03,20.39,8.54,
786,PITTSBURGH WARD 15 DIST 2,738,512,99,,155,144,11,,21,28.13,11.11,
787,PITTSBURGH WARD 15 DIST 3,616,419,83,,124,114,10,,20.13,27.21,12.05,
788,PITTSBURGH WARD 15 DIST 4,635,430,105,,134,128,6,,21.1,29.77,5.71,
789,PITTSBURGH WARD 15 DIST 5,554,372,91,,114,106,8,,20.58,28.49,8.79,
790,PITTSBURGH WARD 15 DIST 6,545,377,80,,160,147,13,,29.36,38.99,16.25,
791,PITTSBURGH WARD 15 DIST 7,676,476,97,,158,148,10,,23.37,31.09,10.31,
792,PITTSBURGH WARD 15 DIST 8,637,425,96,,119,110,9,,18.68,25.88,9.38,
793,PITTSBURGH WARD 15 DIST 9,176,137,23,,38,36,2,,21.59,26.28,8.7,
794,PITTSBURGH WRD 15 DIST 10,618,437,84,,118,117,1,,19.09,26.77,1.19,
795,PITTSBURGH WRD 15 DIST 11,578,396,102,,94,90,4,,16.26,22.73,3.92,
796,PITTSBURGH WRD 15 DIST 12,487,354,54,,105,97,8,,21.56,27.4,14.81,
797,PITTSBURGH WRD 15 DIST 13,452,372,30,,75,72,3,,16.59,19.35,10,
798,PITTSBURGH WRD 15 DIST 14,326,274,27,,37,35,2,,11.35,12.77,7.41,
799,PITTSBURGH WRD 15 DIST 15,386,294,41,,35,33,2,,9.07,11.22,4.88,
800,PITTSBURGH WRD 15 DIST 16,569,480,36,,93,89,4,,16.34,18.54,11.11,
801,PITTSBURGH WRD 15 DIST 17,34,29,1,,7,7,0,,20.59,24.14,0,
802,PITTSBURGH WRD 15 DIST 18,569,451,48,,93,87,6,,16.34,19.29,12.5,
803,PITTSBURGH WRD 15 DIST 19,520,439,38,,85,77,8,,16.35,17.54,21.05,
804,PITTSBURGH WARD 16 DIST 1,811,472,171,,97,92,5,,11.96,19.49,2.92,
805,PITTSBURGH WARD 16 DIST 2,1163,636,276,,122,117,5,,10.49,18.4,1.81,
806,PITTSBURGH WARD 16 DIST 3,850,489,191,,114,94,20,,13.41,19.22,10.47,
807,PITTSBURGH WARD 16 DIST 4,430,297,62,,54,50,4,,12.56,16.84,6.45,
808,PITTSBURGH WARD 16 DIST 5,601,380,97,,89,84,5,,14.81,22.11,5.15,
809,PITTSBURGH WARD 16 DIST 6,477,317,81,,82,75,7,,17.19,23.66,8.64,
810,PITTSBURGH WARD 16 DIST 7,415,317,48,,60,56,4,,14.46,17.67,8.33,
811,PITTSBURGH WARD 16 DIST 8,195,160,11,,16,16,0,,8.21,10,0,
812,PITTSBURGH WARD 16 DIST 9,532,402,64,,69,62,7,,12.97,15.42,10.94,
813,PITTSBURGH WRD 16 DIST 10,392,297,49,,45,42,3,,11.48,14.14,6.12,
814,PITTSBURGH WRD 16 DIST 11,405,310,46,,73,69,4,,18.02,22.26,8.7,
815,PITTSBURGH WARD 17 DIST 1,197,111,45,,17,14,3,,8.63,12.61,6.67,
816,PITTSBURGH WARD 17 DIST 2,867,442,221,,93,83,10,,10.73,18.78,4.52,
817,PITTSBURGH WARD 17 DIST 3,656,393,137,,86,79,7,,13.11,20.1,5.11,
818,PITTSBURGH WARD 17 DIST 4,785,442,184,,113,107,6,,14.39,24.21,3.26,
819,PITTSBURGH WARD 17 DIST 5,590,353,137,,88,83,5,,14.92,23.51,3.65,
820,PITTSBURGH WARD 17 DIST 6,502,337,79,,45,37,8,,8.96,10.98,10.13,
821,PITTSBURGH WARD 17 DIST 7,408,259,76,,69,62,7,,16.91,23.94,9.21,
822,PITTSBURGH WARD 17 DIST 8,452,287,85,,70,64,6,,15.49,22.3,7.06,
823,PITTSBURGH WARD 18 DIST 1,598,425,110,,162,146,16,,27.09,34.35,14.55,
824,PITTSBURGH WARD 18 DIST 2,444,390,23,,92,90,2,,20.72,23.08,8.7,
825,PITTSBURGH WARD 18 DIST 3,387,353,6,,81,80,1,,20.93,22.66,16.67,
826,PITTSBURGH WARD 18 DIST 4,482,422,17,,65,64,1,,13.49,15.17,5.88,
827,PITTSBURGH WARD 18 DIST 5,957,612,190,,124,115,9,,12.96,18.79,4.74,
828,PITTSBURGH WARD 18 DIST 6,387,297,38,,46,43,3,,11.89,14.48,7.89,
829,PITTSBURGH WARD 18 DIST 7,450,306,69,,53,50,3,,11.78,16.34,4.35,
830,PITTSBURGH WARD 18 DIST 8,258,202,26,,14,14,0,,5.43,6.93,0,
831,PITTSBURGH WARD 18 DIST 9,704,519,83,,92,85,7,,13.07,16.38,8.43,
832,PITTSBURGH WRD 18 DIST 10,90,43,32,,7,7,0,,7.78,16.28,0,
833,PITTSBURGH WRD 18 DIST 11,587,445,55,,50,47,3,,8.52,10.56,5.45,
834,PITTSBURGH WARD 19 DIST 1,538,326,124,,98,90,8,,18.22,27.61,6.45,
835,PITTSBURGH WARD 19 DIST 2,683,403,160,,107,88,19,,15.67,21.84,11.88,
836,PITTSBURGH WARD 19 DIST 3,545,313,147,,105,85,20,,19.27,27.16,13.61,
837,PITTSBURGH WARD 19 DIST 4,411,224,123,,75,66,9,,18.25,29.46,7.32,
838,PITTSBURGH WARD 19 DIST 5,443,248,113,,67,54,13,,15.12,21.77,11.5,
839,PITTSBURGH WARD 19 DIST 6,513,292,134,,84,73,11,,16.37,25,8.21,
840,PITTSBURGH WARD 19 DIST 7,242,127,55,,27,20,7,,11.16,15.75,12.73,
841,PITTSBURGH WARD 19 DIST 8,578,335,150,,67,53,14,,11.59,15.82,9.33,
842,PITTSBURGH WARD 19 DIST 9,551,335,114,,73,64,9,,13.25,19.1,7.89,
843,PITTSBURGH WRD 19 DIST 10,677,428,123,,115,104,11,,16.99,24.3,8.94,
844,PITTSBURGH WRD 19 DIST 11,493,318,97,,48,39,9,,9.74,12.26,9.28,
845,PITTSBURGH WRD 19 DIST 12,430,301,81,,160,152,8,,37.21,50.5,9.88,
846,PITTSBURGH WRD 19 DIST 13,483,319,88,,50,44,6,,10.35,13.79,6.82,
847,PITTSBURGH WRD 19 DIST 14,582,385,103,,79,73,6,,13.57,18.96,5.83,
848,PITTSBURGH WRD 19 DIST 15,630,413,108,,126,110,16,,20,26.63,14.81,
849,PITTSBURGH WRD 19 DIST 16,588,412,80,,131,119,12,,22.28,28.88,15,
850,PITTSBURGH WRD 19 DIST 17,575,394,115,,139,123,16,,24.17,31.22,13.91,
851,PITTSBURGH WRD 19 DIST 18,485,348,50,,106,101,5,,21.86,29.02,10,
852,PITTSBURGH WRD 19 DIST 19,533,363,84,,124,114,10,,23.26,31.4,11.9,
853,PITTSBURGH WRD 19 DIST 20,518,345,99,,136,124,12,,26.25,35.94,12.12,
854,PITTSBURGH WRD 19 DIST 21,630,447,106,,144,130,14,,22.86,29.08,13.21,
855,PITTSBURGH WRD 19 DIST 22,549,372,93,,128,118,10,,23.32,31.72,10.75,
856,PITTSBURGH WRD 19 DIST 23,625,407,116,,109,95,14,,17.44,23.34,12.07,
857,PITTSBURGH WRD 19 DIST 24,510,339,101,,121,109,12,,23.73,32.15,11.88,
858,PITTSBURGH WRD 19 DIST 25,530,374,93,,132,118,14,,24.91,31.55,15.05,
859,PITTSBURGH WRD 19 DIST 26,478,316,86,,131,116,15,,27.41,36.71,17.44,
860,PITTSBURGH WRD 19 DIST 27,460,315,98,,113,98,15,,24.57,31.11,15.31,
861,PITTSBURGH WRD 19 DIST 28,641,412,152,,185,162,23,,28.86,39.32,15.13,
862,PITTSBURGH WRD 19 DIST 29,508,309,115,,109,102,7,,21.46,33.01,6.09,
863,PITTSBURGH WRD 19 DIST 30,526,361,104,,114,106,8,,21.67,29.36,7.69,
864,PITTSBURGH WRD 19 DIST 31,500,331,111,,120,112,8,,24,33.84,7.21,
865,PITTSBURGH WRD 19 DIST 32,520,342,95,,123,111,12,,23.65,32.46,12.63,
866,PITTSBURGH WRD 19 DIST 33,461,323,87,,118,112,6,,25.6,34.67,6.9,
867,PITTSBURGH WRD 19 DIST 34,514,339,112,,124,115,9,,24.12,33.92,8.04,
868,PITTSBURGH WRD 19 DIST 35,498,337,101,,125,113,12,,25.1,33.53,11.88,
869,PITTSBURGH WRD 19 DIST 36,654,449,127,,164,153,11,,25.08,34.08,8.66,
870,PITTSBURGH WRD 19 DIST 37,450,293,89,,107,99,8,,23.78,33.79,8.99,
871,PITTSBURGH WRD 19 DIST 38,506,346,91,,100,92,8,,19.76,26.59,8.79,
872,PITTSBURGH WARD 20 DIST 1,628,388,159,,117,103,14,,18.63,26.55,8.81,
873,PITTSBURGH WARD 20 DIST 2,221,131,52,,40,33,7,,18.1,25.19,13.46,
874,PITTSBURGH WARD 20 DIST 3,700,468,153,,136,128,8,,19.43,27.35,5.23,
875,PITTSBURGH WARD 20 DIST 4,60,38,12,,10,10,0,,16.67,26.32,0,
876,PITTSBURGH WARD 20 DIST 5,570,416,90,,90,81,9,,15.79,19.47,10,
877,PITTSBURGH WARD 20 DIST 6,543,395,74,,77,68,9,,14.18,17.22,12.16,
878,PITTSBURGH WARD 20 DIST 7,689,526,83,,85,75,10,,12.34,14.26,12.05,
879,PITTSBURGH WARD 20 DIST 8,743,569,87,,124,109,15,,16.69,19.16,17.24,
880,PITTSBURGH WARD 20 DIST 9,201,153,18,,36,35,1,,17.91,22.88,5.56,
881,PITTSBURGH WRD 20 DIST 10,636,501,65,,54,51,3,,8.49,10.18,4.62,
882,PITTSBURGH WRD 20 DIST 11,692,541,68,,87,85,2,,12.57,15.71,2.94,
883,PITTSBURGH WRD 20 DIST 12,927,696,104,,143,134,9,,15.43,19.25,8.65,
884,PITTSBURGH WRD 20 DIST 13,471,400,34,,118,115,3,,25.05,28.75,8.82,
885,PITTSBURGH WRD 20 DIST 14,863,641,134,,186,160,26,,21.55,24.96,19.4,
886,PITTSBURGH WRD 20 DIST 15,915,526,208,,89,83,6,,9.73,15.78,2.88,
887,PITTSBURGH WRD 20 DIST 16,643,421,150,,180,163,17,,27.99,38.72,11.33,
